frame_idx,valence
1,-0.000945
2,-0.000945
3,-0.000945
4,-0.000945
5,-0.000945
6,-0.000945
7,-0.000945
8,-0.000945
9,-0.000945
10,-0.000945
11,-0.000945
12,-0.000945
13,-0.000945
14,-0.000945
15,-0.000945
16,-0.000945
17,-0.000945
18,-0.000945
19,-0.000945
20,-0.000945
21,-0.000945
22,-0.000945
23,-0.000945
24,-0.000945
25,-0.000945
26,-0.000945
27,-0.000945
28,-0.000945
29,-0.000945
30,-0.000945
31,-0.000945
32,-0.000945
33,-0.000945
34,-0.000945
35,-0.000945
36,-0.000945
37,-0.000945
38,-0.000945
39,-0.000945
40,-0.000945
41,-0.000945
42,-0.000945
43,-0.000945
44,-0.000945
45,-0.000945
46,-0.000945
47,-0.000945
48,-0.000945
49,-0.000945
50,-0.000945
51,-0.000945
52,-0.000945
53,-0.000945
54,-0.000945
55,-0.000945
56,-0.000945
57,-0.000945
58,-0.000945
59,-0.000945
60,-0.000945
61,-0.000945
62,-0.000945
63,-0.000945
64,-0.000945
65,-0.000945
66,-0.000945
67,-0.000945
68,-0.000945
69,-0.000945
70,-0.000945
71,-0.000945
72,-0.000945
73,-0.000945
74,-0.000945
75,-0.000945
76,-0.000945
77,-0.000945
78,-0.000945
79,-0.000945
80,-0.000945
81,-0.000945
82,-0.000945
83,-0.000945
84,-0.000945
85,-0.000945
86,-0.000945
87,-0.000945
88,-0.000945
89,-0.000945
90,-0.000945
91,-0.000945
92,-0.000945
93,-0.000945
94,-0.000945
95,-0.000945
96,-0.000945
97,-0.000945
98,-0.000945
99,-0.000945
100,-0.000945
101,-0.000945
102,-0.000945
103,-0.000945
104,-0.000945
105,-0.000945
106,-0.000945
107,-0.000945
108,-0.000945
109,-0.000945
110,-0.000945
111,-0.000945
112,-0.000945
113,-0.000945
114,-0.000945
115,-0.000945
116,-0.000945
117,-0.000945
118,-0.000945
119,-0.000945
120,-0.000945
121,-0.000945
122,-0.000945
123,-0.000945
124,-0.000945
125,-0.000945
126,-0.000945
127,-0.000945
128,-0.000945
129,-0.000945
130,-0.000945
131,-0.000945
132,-0.000945
133,-0.000945
134,-0.000945
135,-0.000945
136,-0.000945
137,-0.000945
138,-0.000945
139,-0.000945
140,-0.000945
141,-0.000945
142,-0.000945
143,-0.000945
144,-0.000945
145,-0.000945
146,-0.000945
147,-0.000945
148,-0.000945
149,-0.000945
150,-0.000945
151,-0.000945
152,-0.000945
153,-0.000945
154,-0.000945
155,-0.000945
156,-0.000945
157,-0.000945
158,-0.000945
159,-0.000945
160,0.013092
161,0.001855
162,-0.000945
163,-0.000945
164,-0.000945
165,-0.000945
166,-0.000945
167,0.018072
168,0.035254
169,0.041175
170,0.041618
171,0.041618
172,0.041618
173,0.041618
174,0.041618
175,0.041618
176,0.041618
177,0.041618
178,0.041618
179,0.041618
180,0.041618
181,0.041618
182,0.041618
183,0.041618
184,0.042116
185,0.060372
186,0.076102
187,0.077773
188,0.061013
189,0.052602
190,0.052602
191,0.052602
192,0.052602
193,0.052602
194,0.052602
195,0.052602
196,0.052602
197,0.052602
198,0.052602
199,0.052602
200,0.052602
201,0.052602
202,0.052602
203,0.052602
204,0.052602
205,0.052602
206,0.052602
207,0.052602
208,0.052602
209,0.052602
210,0.052602
211,0.052602
212,0.065737
213,0.077773
214,0.077773
215,0.077773
216,0.077996
217,0.084137
218,0.069205
219,0.059924
220,0.059924
221,0.059924
222,0.059924
223,0.059924
224,0.059924
225,0.059924
226,0.059924
227,0.059924
228,0.059924
229,0.059924
