frame_idx,arousal
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.000000
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.000000
49,0.000000
50,0.000000
51,0.000000
52,0.000000
53,0.000000
54,0.000000
55,0.000000
56,0.000000
57,0.000000
58,0.000000
59,0.000000
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,0.000000
65,0.000000
66,0.000000
67,0.000000
68,0.000000
69,0.000000
70,0.000000
71,0.000000
72,0.000000
73,0.000000
74,0.000000
75,0.000000
76,0.000000
77,0.000000
78,0.000000
79,0.000000
80,0.000000
81,0.000000
82,-0.000000
83,-0.001366
84,-0.008613
85,-0.008920
86,-0.008920
87,-0.008920
88,-0.008920
89,-0.011757
90,-0.022484
91,-0.025481
92,-0.030521
93,-0.030966
94,-0.035533
95,-0.039833
96,-0.039945
97,-0.039945
98,-0.039945
99,-0.040349
100,-0.044453
101,-0.046150
102,-0.046150
103,-0.046150
104,-0.046150
105,-0.046150
106,-0.046150
107,-0.046150
108,-0.046150
109,-0.046150
110,-0.046441
111,-0.048038
112,-0.048444
113,-0.048453
114,-0.048453
115,-0.048453
116,-0.048453
117,-0.048453
118,-0.048845
119,-0.055882
120,-0.057761
121,-0.057761
122,-0.057761
123,-0.057761
124,-0.057761
125,-0.059780
126,-0.063004
127,-0.063578
128,-0.063578
129,-0.063578
130,-0.063960
131,-0.065427
132,-0.066035
133,-0.067114
134,-0.069465
135,-0.069720
136,-0.069720
137,-0.069720
138,-0.069720
139,-0.069720
140,-0.076888
141,-0.077026
142,-0.074011
143,-0.078496
144,-0.078103
145,-0.079028
146,-0.079028
147,-0.079028
148,-0.080556
149,-0.081824
150,-0.083840
151,-0.083942
152,-0.083942
153,-0.080987
154,-0.082758
155,-0.083942
156,-0.083942
157,-0.083942
158,-0.083942
159,-0.083942
160,-0.083942
161,-0.083942
162,-0.083942
163,-0.087297
164,-0.093094
165,-0.093249
166,-0.093249
167,-0.093249
168,-0.093249
169,-0.093249
170,-0.095268
171,-0.098909
172,-0.099454
173,-0.099454
174,-0.099454
175,-0.099454
176,-0.099454
177,-0.099454
178,-0.099454
179,-0.099454
180,-0.098621
181,-0.095773
182,-0.094552
183,-0.094540
184,-0.094540
185,-0.094540
186,-0.094540
187,-0.091927
188,-0.090855
189,-0.090855
190,-0.089252
191,-0.088398
192,-0.088398
193,-0.088398
194,-0.088398
195,-0.088398
196,-0.088640
197,-0.095103
198,-0.090333
199,-0.088449
200,-0.093459
201,-0.097350
202,-0.097705
203,-0.097705
204,-0.097705
205,-0.097705
206,-0.097705
207,-0.097705
208,-0.097705
209,-0.097705
210,-0.097705
211,-0.097705
212,-0.097705
213,-0.097705
214,-0.097705
215,-0.097705
216,-0.097705
217,-0.097705
218,-0.097705
219,-0.098188
220,-0.101869
221,-0.103844
222,-0.103910
223,-0.103910
224,-0.103910
225,-0.103910
226,-0.103910
227,-0.103910
228,-0.106826
229,-0.104881
230,-0.103910
231,-0.107150
232,-0.107845
233,-0.104040
234,-0.103910
235,-0.106712
236,-0.104691
237,-0.103910
238,-0.104972
239,-0.111399
240,-0.111618
241,-0.112996
242,-0.113218
243,-0.113218
244,-0.113218
245,-0.113218
246,-0.112927
247,-0.106208
248,-0.112855
249,-0.113218
250,-0.113218
251,-0.113218
252,-0.113218
253,-0.113218
254,-0.113218
255,-0.113218
256,-0.113218
257,-0.117605
258,-0.119399
259,-0.119423
260,-0.119423
261,-0.119423
262,-0.119423
263,-0.119423
264,-0.119423
265,-0.121384
266,-0.127838
267,-0.128342
268,-0.128342
269,-0.128342
270,-0.131319
271,-0.134479
272,-0.134547
273,-0.134547
274,-0.134547
275,-0.134547
276,-0.134547
277,-0.138353
278,-0.138138
279,-0.138831
280,-0.143284
281,-0.143855
282,-0.143855
283,-0.143855
284,-0.142562
285,-0.143405
286,-0.143855
287,-0.143855
288,-0.143855
289,-0.143855
290,-0.143855
291,-0.143855
292,-0.143855
293,-0.143855
294,-0.143855
295,-0.143855
296,-0.143855
297,-0.143855
298,-0.143855
299,-0.143855
300,-0.143855
301,-0.145507
302,-0.149841
303,-0.150060
304,-0.150060
305,-0.150060
306,-0.150060
307,-0.157109
308,-0.150110
309,-0.157075
310,-0.153132
311,-0.161972
312,-0.155206
313,-0.156407
314,-0.153679
315,-0.152570
316,-0.150189
317,-0.150060
318,-0.156021
319,-0.165834
320,-0.166185
321,-0.166185
322,-0.166185
323,-0.166185
324,-0.164893
325,-0.163320
326,-0.166035
327,-0.166185
328,-0.166185
329,-0.166185
330,-0.166185
331,-0.172987
332,-0.177403
333,-0.177403
334,-0.177403
335,-0.177403
336,-0.177403
337,-0.177403
338,-0.177403
339,-0.177403
340,-0.177403
341,-0.177403
342,-0.177403
343,-0.177403
344,-0.177403
345,-0.177403
346,-0.177403
347,-0.177403
348,-0.177403
349,-0.177403
350,-0.177403
351,-0.177403
352,-0.177403
353,-0.177403
354,-0.177403
355,-0.180801
356,-0.189924
357,-0.191174
358,-0.198981
359,-0.199958
360,-0.206361
361,-0.213837
362,-0.217337
363,-0.227487
364,-0.232398
365,-0.233735
366,-0.242573
367,-0.246511
368,-0.251231
369,-0.255207
370,-0.255585
371,-0.255585
372,-0.255585
373,-0.255585
374,-0.255585
375,-0.255585
376,-0.255585
377,-0.255585
378,-0.255585
379,-0.255585
380,-0.255585
381,-0.255585
382,-0.255585
383,-0.255585
384,-0.255585
385,-0.255585
386,-0.255992
387,-0.260792
388,-0.264579
389,-0.264838
390,-0.264838
391,-0.264838
392,-0.264838
393,-0.264838
394,-0.266143
395,-0.273152
396,-0.276488
397,-0.273894
398,-0.281483
399,-0.291250
400,-0.300202
401,-0.313250
402,-0.315403
403,-0.320685
404,-0.325653
405,-0.339506
406,-0.348222
407,-0.362592
408,-0.367560
409,-0.367710
410,-0.370915
411,-0.376255
412,-0.378348
413,-0.379270
414,-0.379270
415,-0.379270
416,-0.379270
417,-0.379331
418,-0.380286
419,-0.381580
420,-0.381727
421,-0.381727
422,-0.381727
423,-0.381727
424,-0.381727
425,-0.381727
426,-0.381727
427,-0.381727
428,-0.381727
429,-0.381727
430,-0.381727
431,-0.381727
432,-0.381727
433,-0.381727
434,-0.381727
435,-0.381727
436,-0.381727
437,-0.381727
438,-0.381727
439,-0.381727
440,-0.381727
441,-0.381727
442,-0.381727
443,-0.381727
444,-0.381727
445,-0.383681
446,-0.390652
447,-0.389692
448,-0.391573
449,-0.391224
450,-0.391377
451,-0.396709
452,-0.395724
453,-0.390678
454,-0.382079
455,-0.383490
456,-0.390088
457,-0.383283
458,-0.374162
459,-0.376256
460,-0.376659
461,-0.373734
462,-0.373734
463,-0.373734
464,-0.374688
465,-0.380764
466,-0.383932
467,-0.380298
468,-0.371850
469,-0.373323
470,-0.375525
471,-0.373734
472,-0.374403
473,-0.375669
474,-0.373663
475,-0.372277
476,-0.372132
477,-0.371937
478,-0.372686
479,-0.367018
480,-0.374177
481,-0.380591
482,-0.379736
483,-0.376054
484,-0.375084
485,-0.375886
486,-0.375886
487,-0.375886
488,-0.382161
489,-0.386921
490,-0.381350
491,-0.379487
492,-0.376433
493,-0.381839
494,-0.386344
495,-0.380896
496,-0.381371
497,-0.379769
498,-0.388114
499,-0.381960
500,-0.378382
501,-0.376191
502,-0.374907
503,-0.368553
504,-0.364299
505,-0.360044
506,-0.353134
507,-0.349354
508,-0.340097
509,-0.331044
510,-0.316141
511,-0.303470
512,-0.290003
513,-0.275495
514,-0.266426
515,-0.264292
516,-0.268187
517,-0.263348
518,-0.258767
519,-0.258767
520,-0.263675
521,-0.261113
522,-0.258767
523,-0.253023
524,-0.249460
525,-0.257809
526,-0.259668
527,-0.249078
528,-0.245417
529,-0.231108
530,-0.232656
531,-0.231446
532,-0.226029
533,-0.229531
534,-0.225653
535,-0.221583
536,-0.228667
537,-0.227615
538,-0.221164
539,-0.223081
540,-0.230103
541,-0.229482
542,-0.226753
543,-0.224250
544,-0.227657
545,-0.220048
546,-0.222024
547,-0.219534
548,-0.211600
549,-0.205090
550,-0.195663
551,-0.194967
552,-0.193348
553,-0.190413
554,-0.191380
555,-0.188971
556,-0.186776
557,-0.185872
558,-0.183210
559,-0.183038
560,-0.183038
561,-0.183038
562,-0.183038
563,-0.181639
564,-0.176186
565,-0.180866
566,-0.173837
567,-0.166535
568,-0.162266
569,-0.157215
570,-0.149553
571,-0.140932
572,-0.134229
573,-0.130400
574,-0.129984
575,-0.123443
576,-0.115795
577,-0.121112
578,-0.117503
579,-0.112772
580,-0.113292
581,-0.115669
582,-0.111436
583,-0.110832
584,-0.110832
585,-0.110832
586,-0.110832
587,-0.110832
588,-0.108741
589,-0.109985
590,-0.110832
591,-0.110639
592,-0.109032
593,-0.108528
594,-0.108528
595,-0.108528
596,-0.108528
597,-0.108528
598,-0.108528
599,-0.108528
600,-0.108528
601,-0.108528
602,-0.108528
603,-0.108528
604,-0.108528
605,-0.106885
606,-0.107540
607,-0.108528
608,-0.108528
609,-0.108528
610,-0.108528
611,-0.107648
612,-0.106490
613,-0.108493
614,-0.108528
615,-0.107006
616,-0.104725
617,-0.100049
618,-0.102638
619,-0.104681
620,-0.108479
621,-0.107682
622,-0.106414
623,-0.108506
624,-0.108128
625,-0.103759
626,-0.118502
627,-0.130076
628,-0.135399
629,-0.141589
630,-0.145365
631,-0.145370
632,-0.147015
633,-0.151564
634,-0.150999
635,-0.146759
636,-0.151575
637,-0.151575
638,-0.151575
639,-0.151575
640,-0.150735
641,-0.147299
642,-0.155508
643,-0.160485
644,-0.159015
645,-0.160077
646,-0.162420
647,-0.165074
648,-0.165744
649,-0.166700
650,-0.166700
651,-0.167010
652,-0.172100
653,-0.171523
654,-0.167878
655,-0.172532
656,-0.172905
657,-0.172905
658,-0.172905
659,-0.172827
660,-0.170888
661,-0.172905
662,-0.172962
663,-0.175323
664,-0.176789
665,-0.181825
666,-0.182213
667,-0.182213
668,-0.182353
669,-0.186859
670,-0.188418
671,-0.188337
672,-0.189027
673,-0.191771
674,-0.197705
675,-0.202937
676,-0.201870
677,-0.203202
678,-0.211436
679,-0.218858
680,-0.228793
681,-0.232880
682,-0.235517
683,-0.239467
684,-0.241563
685,-0.248392
686,-0.248392
687,-0.248877
688,-0.256438
689,-0.257807
690,-0.260248
691,-0.261190
692,-0.261190
693,-0.261160
694,-0.259662
695,-0.256928
696,-0.257208
697,-0.258061
698,-0.266284
699,-0.265242
700,-0.265650
701,-0.272985
702,-0.276460
703,-0.275805
704,-0.274302
705,-0.276460
706,-0.275921
707,-0.271884
708,-0.276460
709,-0.276460
710,-0.276460
711,-0.276460
712,-0.277883
713,-0.291859
714,-0.293286
715,-0.293286
716,-0.293286
717,-0.293286
718,-0.293179
719,-0.290847
720,-0.292761
721,-0.307712
722,-0.316616
723,-0.316166
724,-0.319717
725,-0.326109
726,-0.329148
727,-0.336085
728,-0.337415
729,-0.337415
730,-0.337415
731,-0.337415
732,-0.337415
733,-0.337415
734,-0.337415
735,-0.337415
736,-0.337415
737,-0.337415
738,-0.337415
739,-0.337415
740,-0.337415
741,-0.337415
742,-0.337415
743,-0.337415
744,-0.337415
745,-0.339985
746,-0.349374
747,-0.347907
748,-0.347901
749,-0.351295
750,-0.351295
751,-0.351295
752,-0.351295
753,-0.351295
754,-0.351295
755,-0.351295
756,-0.351295
757,-0.351295
758,-0.351295
759,-0.351295
760,-0.351295
761,-0.351295
762,-0.351295
763,-0.353222
764,-0.359554
765,-0.360548
766,-0.360548
767,-0.360548
768,-0.360548
769,-0.360548
770,-0.360548
771,-0.360548
772,-0.360548
773,-0.360548
774,-0.360548
775,-0.360548
776,-0.360548
777,-0.360548
778,-0.360548
779,-0.361028
780,-0.366251
781,-0.369151
782,-0.369468
783,-0.369468
784,-0.369468
785,-0.369468
786,-0.369468
787,-0.369771
788,-0.373147
789,-0.376274
790,-0.382785
791,-0.384980
792,-0.384980
793,-0.384980
794,-0.384980
795,-0.384980
796,-0.384980
797,-0.384980
798,-0.384980
799,-0.384980
800,-0.384980
801,-0.384980
802,-0.384980
803,-0.384980
804,-0.384980
805,-0.384980
806,-0.384980
807,-0.386305
808,-0.394307
809,-0.389790
810,-0.386295
811,-0.386295
812,-0.385777
813,-0.388734
814,-0.394202
815,-0.394202
816,-0.394202
817,-0.394202
818,-0.394202
819,-0.394952
820,-0.409265
821,-0.419935
822,-0.417152
823,-0.421853
824,-0.423026
825,-0.431506
826,-0.433465
827,-0.437781
828,-0.447459
829,-0.450291
830,-0.450291
831,-0.454085
832,-0.460809
833,-0.461509
834,-0.461509
835,-0.461509
836,-0.466321
837,-0.476554
838,-0.484501
839,-0.483130
840,-0.480923
841,-0.489923
842,-0.491513
843,-0.496715
844,-0.495038
845,-0.496115
846,-0.508563
847,-0.512418
848,-0.512418
849,-0.512418
850,-0.515218
851,-0.531456
852,-0.540053
853,-0.540463
854,-0.538681
855,-0.542786
856,-0.547007
857,-0.544564
858,-0.544351
859,-0.544108
860,-0.547358
861,-0.552836
862,-0.553112
863,-0.553112
864,-0.553112
865,-0.553112
866,-0.553112
867,-0.553112
868,-0.553112
869,-0.553112
870,-0.553112
871,-0.553112
872,-0.553112
873,-0.553112
874,-0.553112
875,-0.552156
876,-0.546657
877,-0.549846
878,-0.548664
879,-0.545701
880,-0.543805
881,-0.543805
882,-0.543805
883,-0.543805
884,-0.543805
885,-0.543805
886,-0.543805
887,-0.543805
888,-0.543805
889,-0.543805
890,-0.543805
891,-0.543805
892,-0.543805
893,-0.543805
894,-0.543805
895,-0.543659
896,-0.536648
897,-0.531782
898,-0.531782
899,-0.531641
900,-0.528355
901,-0.526100
902,-0.522617
903,-0.522475
904,-0.522475
905,-0.522475
906,-0.522475
907,-0.522475
908,-0.522475
909,-0.522475
910,-0.522475
911,-0.522475
912,-0.522475
913,-0.521339
914,-0.507244
915,-0.510206
916,-0.511257
917,-0.511257
918,-0.511257
919,-0.511257
920,-0.511257
921,-0.510490
922,-0.500376
923,-0.495905
924,-0.495745
925,-0.494076
926,-0.478761
927,-0.456343
928,-0.434339
929,-0.424043
930,-0.406691
931,-0.392293
932,-0.375324
933,-0.364678
934,-0.361508
935,-0.361189
936,-0.358840
937,-0.344897
938,-0.344408
939,-0.344408
940,-0.344408
941,-0.344408
942,-0.344408
943,-0.344408
944,-0.344408
945,-0.327155
946,-0.316363
947,-0.316363
948,-0.316363
949,-0.306918
950,-0.305145
951,-0.305145
952,-0.305145
953,-0.305145
954,-0.305145
955,-0.305145
956,-0.305145
