frame_idx,valence
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.000000
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.003625
49,0.008988
50,0.012600
51,0.015165
52,0.017507
53,0.019601
54,0.019601
55,0.022317
56,0.026097
57,0.026135
58,0.028515
59,0.028815
60,0.028815
61,0.028815
62,0.030089
63,0.032836
64,0.032836
65,0.032836
66,0.032836
67,0.032836
68,0.032836
69,0.032836
70,0.032836
71,0.032836
72,0.032836
73,0.032836
74,0.032836
75,0.032836
76,0.032836
77,0.032836
78,0.032836
79,0.032836
80,0.032836
81,0.032836
82,0.032836
83,0.032836
84,0.032836
85,0.032836
86,0.032836
87,0.032836
88,0.032836
89,0.032836
90,0.032836
91,0.032836
92,0.032836
93,0.032836
94,0.032836
95,0.032836
96,0.032836
97,0.032836
98,0.032836
99,0.032836
100,0.032836
101,0.032836
102,0.032836
103,0.032836
104,0.032836
105,0.032836
106,0.032836
107,0.035024
108,0.035526
109,0.035526
110,0.035526
111,0.035526
112,0.035526
113,0.035526
114,0.035526
115,0.035526
116,0.035526
117,0.035526
118,0.035526
119,0.037076
120,0.039379
121,0.039379
122,0.042069
123,0.046080
124,0.046080
125,0.046080
126,0.046080
127,0.046080
128,0.046080
129,0.046080
130,0.046080
131,0.046080
132,0.046080
133,0.046080
134,0.046080
135,0.046080
136,0.046080
137,0.046080
138,0.046080
139,0.046080
140,0.046080
141,0.046080
142,0.046080
143,0.046080
144,0.046080
145,0.046080
146,0.046080
147,0.046080
148,0.047365
149,0.051736
150,0.055267
151,0.055302
152,0.058184
153,0.058184
154,0.058184
155,0.058184
156,0.058184
157,0.058184
158,0.058184
159,0.058184
160,0.058184
161,0.058184
162,0.058184
163,0.058184
164,0.049408
165,0.046080
166,0.046080
167,0.046080
168,0.043589
169,0.043390
170,0.043390
171,0.043390
172,0.043390
173,0.043390
174,0.043390
175,0.043390
176,0.043390
177,0.043390
178,0.043390
179,0.043390
180,0.043390
181,0.043390
182,0.043390
183,0.043390
184,0.043390
185,0.043390
186,0.043390
187,0.043390
188,0.043390
189,0.043390
190,0.043390
191,0.043390
192,0.043390
193,0.043390
194,0.043390
195,0.043390
196,0.043390
197,0.043390
198,0.043390
199,0.043390
200,0.043390
201,0.043390
202,0.043390
203,0.043390
204,0.043390
205,0.043390
206,0.043390
207,0.043390
208,0.043390
209,0.043390
210,0.043390
211,0.043390
212,0.043390
213,0.043390
214,0.043390
215,0.043390
216,0.043390
217,0.043390
218,0.054274
219,0.055302
220,0.055302
221,0.055302
222,0.055302
223,0.055302
224,0.055302
225,0.055302
226,0.055302
227,0.055302
228,0.055302
229,0.055302
230,0.055302
231,0.055302
232,0.055302
233,0.055302
234,0.055302
235,0.055302
236,0.057915
237,0.058184
238,0.058184
239,0.058184
240,0.058184
241,0.058184
242,0.058184
243,0.058184
244,0.058184
245,0.058184
246,0.060943
247,0.061258
248,0.061258
249,0.061258
250,0.061258
251,0.061258
252,0.061258
253,0.061258
254,0.061258
255,0.061258
256,0.061258
257,0.061258
258,0.061258
259,0.061258
260,0.061258
261,0.061258
262,0.061258
263,0.061258
264,0.061258
265,0.057088
266,0.050704
267,0.050704
268,0.050704
269,0.047539
270,0.046683
271,0.046683
272,0.045687
273,0.044003
274,0.044003
275,0.044003
276,0.044003
277,0.044003
278,0.044003
279,0.044003
280,0.044003
281,0.044003
282,0.044003
283,0.044003
284,0.044003
285,0.044003
286,0.046729
287,0.047077
288,0.047077
289,0.049799
290,0.050151
291,0.051260
292,0.053033
293,0.053033
294,0.053033
295,0.053033
296,0.053033
297,0.053033
298,0.053033
299,0.053033
300,0.053033
301,0.053033
302,0.053033
303,0.053033
304,0.053033
305,0.053033
306,0.053033
307,0.053033
308,0.053033
309,0.069642
310,0.104575
311,0.105249
312,0.105249
313,0.105249
314,0.105249
315,0.124717
316,0.127489
317,0.131835
318,0.142149
319,0.142960
320,0.142960
321,0.142960
322,0.142960
323,0.142960
324,0.142960
325,0.142960
326,0.142960
327,0.142960
328,0.142960
329,0.142960
330,0.142960
331,0.142960
332,0.153119
333,0.153515
334,0.153515
335,0.154359
336,0.156127
337,0.156195
338,0.156195
339,0.156195
340,0.156195
341,0.177957
342,0.179402
343,0.179402
344,0.179402
345,0.179402
346,0.179402
347,0.179402
348,0.179402
349,0.179402
350,0.179402
351,0.179402
352,0.179402
353,0.179402
354,0.179402
355,0.179402
356,0.179402
357,0.179402
358,0.179402
359,0.179402
360,0.179402
361,0.179402
362,0.179402
363,0.179402
364,0.179402
365,0.179402
366,0.179402
367,0.179402
368,0.179402
369,0.179402
370,0.179402
371,0.179402
372,0.179402
373,0.179402
374,0.179402
375,0.179402
376,0.179402
377,0.179402
378,0.179402
379,0.179402
380,0.184039
381,0.194430
382,0.194874
383,0.194874
384,0.201067
385,0.216437
386,0.217114
387,0.219897
388,0.230826
389,0.232585
390,0.232585
391,0.232585
392,0.222845
393,0.220481
394,0.220481
395,0.224576
396,0.239815
397,0.240806
398,0.240806
399,0.240806
400,0.240806
401,0.240806
402,0.240806
403,0.240806
404,0.240806
405,0.240806
406,0.240806
407,0.240806
408,0.240806
409,0.240806
410,0.240806
411,0.240806
412,0.240806
413,0.240806
414,0.240806
415,0.240806
416,0.240806
417,0.240806
418,0.240806
419,0.240806
420,0.240806
421,0.240806
422,0.240806
423,0.240806
424,0.240806
425,0.240806
426,0.240806
427,0.240806
428,0.240806
429,0.240806
430,0.240806
431,0.240806
432,0.240806
433,0.240806
434,0.240806
435,0.240806
436,0.235778
437,0.230252
438,0.230252
439,0.230252
440,0.230252
441,0.230252
442,0.230252
443,0.230252
444,0.228042
445,0.227572
446,0.227572
447,0.227572
448,0.227572
449,0.227572
450,0.227572
451,0.227572
452,0.227572
453,0.227572
454,0.227572
455,0.227572
456,0.227572
457,0.227572
458,0.227572
459,0.227572
460,0.188820
461,0.166653
462,0.166653
463,0.164204
464,0.163579
465,0.163579
466,0.163579
467,0.163579
468,0.163579
469,0.149064
470,0.148107
471,0.148107
472,0.148107
473,0.148107
474,0.148107
475,0.148107
476,0.148107
477,0.148107
478,0.148107
479,0.148107
480,0.127103
481,0.124900
482,0.113348
483,0.109429
484,0.109429
485,0.109429
486,0.109429
487,0.109429
488,0.109429
489,0.091716
490,0.084482
491,0.073863
492,0.071717
493,0.071717
494,0.071717
495,0.071717
496,0.070931
497,0.068707
498,0.068643
499,0.067934
500,0.065743
501,0.063945
502,0.062879
503,0.062879
504,0.062879
505,0.062879
506,0.062879
507,0.062879
508,0.062879
509,0.062879
510,0.062879
511,0.062879
512,0.062879
513,0.062879
514,0.062879
515,0.062879
516,0.062879
517,0.062879
518,0.062879
519,0.062879
520,0.062879
521,0.044454
522,0.039672
523,0.039672
524,0.039672
525,0.039672
526,0.039672
527,0.039672
528,0.039672
529,0.039672
530,0.039672
531,0.039672
532,0.039672
533,0.039672
534,0.039672
535,0.039672
536,0.039672
537,0.039672
538,0.039672
539,0.039672
540,0.039672
541,0.039672
542,0.039672
543,0.039672
544,0.039672
545,0.039672
546,0.039672
547,0.027486
548,0.026135
549,0.026135
550,0.026135
551,0.026135
552,0.026135
553,0.026135
554,0.026135
555,0.026135
556,0.026135
557,0.026135
558,0.026135
559,0.026135
560,0.026135
561,0.026135
562,0.026135
563,0.026135
564,0.026135
565,0.026135
566,0.026135
567,0.026135
568,0.026135
569,0.026135
570,0.026135
571,0.026135
572,0.030974
573,0.037350
574,0.040711
575,0.040929
576,0.040929
577,0.040929
578,0.040929
579,0.040929
580,0.029528
581,0.026135
582,0.025177
583,0.020059
584,0.008509
585,0.000542
586,-0.006813
587,-0.015947
588,-0.019989
589,-0.019575
590,-0.020383
591,-0.020383
592,-0.021071
593,-0.023381
594,-0.023457
595,-0.023457
596,-0.023457
597,-0.023457
598,-0.023457
599,-0.023457
600,-0.023457
601,-0.023457
602,-0.023457
603,-0.023457
604,-0.023457
605,-0.023457
606,-0.023457
607,-0.023457
608,-0.023457
609,-0.023457
610,-0.023457
611,-0.023457
612,-0.023457
613,-0.023457
614,-0.023457
615,-0.023457
616,-0.023457
617,-0.023457
618,-0.023457
619,-0.023457
620,-0.023457
621,-0.023457
622,-0.023457
623,-0.023457
624,-0.023457
625,-0.023457
626,-0.023457
627,-0.023457
628,-0.023457
629,-0.023457
630,-0.023457
631,-0.023457
632,-0.023457
633,-0.023457
634,-0.023457
635,-0.023457
636,-0.023457
637,-0.023457
638,-0.023457
639,-0.023457
640,-0.023457
641,-0.013194
642,-0.012698
643,-0.012698
644,-0.012698
645,-0.012698
646,-0.012698
647,-0.012698
648,-0.012698
649,-0.012698
650,-0.012698
651,-0.012698
652,-0.012698
653,-0.012698
654,-0.012698
655,-0.012698
656,-0.012698
657,-0.012698
658,-0.012698
659,-0.012698
660,-0.012698
661,-0.012698
662,-0.012698
663,-0.012698
664,-0.012698
665,-0.012698
666,-0.012698
667,-0.012698
668,-0.012698
669,-0.012698
670,-0.012698
671,-0.012698
672,-0.012698
673,-0.009896
674,-0.009624
675,-0.009624
676,-0.009624
677,-0.009624
678,-0.009624
679,-0.009624
680,-0.006931
681,-0.006550
682,-0.006550
683,-0.003184
684,-0.000863
685,0.003734
686,0.009701
687,0.012412
688,0.015383
689,0.017955
690,0.018043
691,0.018043
692,0.018043
693,0.018043
694,0.018043
695,0.018043
696,0.018043
697,0.018043
698,0.018043
699,0.018043
700,0.018043
701,0.018043
702,0.018043
703,0.018043
704,0.018043
705,0.018043
706,0.018043
707,0.018043
708,0.018043
709,0.018043
710,0.018043
711,0.018043
712,0.018043
713,0.018043
714,0.018043
715,0.018043
716,0.018043
717,0.018043
718,0.018043
719,0.018043
720,0.018043
721,0.018043
722,0.018043
723,0.018043
724,0.018043
725,0.018043
726,0.018043
727,0.018043
728,0.018043
729,0.018043
730,0.018043
731,0.018043
732,0.018043
733,0.018043
734,0.016401
735,0.008421
736,0.005262
737,0.004210
738,0.004210
739,0.004210
740,0.004210
741,0.004210
742,0.004210
743,0.004210
744,0.004210
745,0.004210
746,0.004210
747,0.004210
748,0.004210
749,0.004210
750,0.004210
751,0.003684
752,0.001232
753,-0.001023
754,-0.005175
755,-0.007376
756,-0.011998
757,-0.012698
758,-0.012698
759,-0.012698
760,-0.012698
761,-0.012698
762,-0.012698
763,-0.012698
764,-0.012698
765,-0.012698
766,-0.012698
767,-0.012698
768,-0.005887
769,-0.001939
770,-0.001939
771,0.000198
772,0.001135
773,0.001135
774,0.002090
775,0.006237
776,0.008047
777,0.011625
778,0.011895
779,0.011895
780,0.012248
781,0.014589
782,0.014969
783,0.014969
784,0.014969
785,0.017089
786,0.018043
787,0.018624
788,0.022335
789,0.024769
790,0.025728
791,0.025728
792,0.025728
793,0.025728
794,0.025728
795,0.025728
796,0.025728
797,0.026161
798,0.028943
799,0.031672
800,0.031876
801,0.036001
802,0.029280
803,0.025933
804,0.025933
805,0.025933
806,0.025933
807,0.025933
808,0.025933
809,0.025933
810,0.025933
811,0.025933
812,0.025933
813,0.025933
814,0.025933
815,0.028386
816,0.028815
817,0.028815
818,0.028815
819,0.028815
820,0.028815
821,0.028815
822,0.028815
823,0.028815
824,0.028815
825,0.028815
826,0.028815
827,0.028815
828,0.028815
829,0.028815
830,0.028815
831,0.028815
832,0.028815
833,0.028815
834,0.028815
835,0.028815
836,0.028815
837,0.028815
838,0.028815
839,0.028815
840,0.028815
841,0.028815
842,0.028815
843,0.028815
844,0.028815
845,0.028815
846,0.028815
847,0.028815
848,0.028815
849,0.028815
850,0.028815
851,0.028815
852,0.028815
853,0.028815
854,0.028815
855,0.028815
856,0.028815
857,0.028815
858,0.028815
859,0.028815
860,0.028815
861,0.028815
862,0.028815
863,0.028815
864,0.028815
865,0.028815
866,0.028815
867,0.028815
868,0.028815
869,0.028815
870,0.028815
871,0.028815
872,0.028815
873,0.028815
874,0.028815
875,0.028815
876,0.028815
877,0.028815
878,0.028815
879,0.028815
880,0.028815
881,0.028815
882,0.028815
883,0.028815
884,0.028815
885,0.028815
886,0.028815
887,0.028815
888,0.028815
889,0.028815
890,0.028815
891,0.028815
892,0.028815
893,0.028815
894,0.028815
895,0.028815
896,0.028815
897,0.028815
898,0.028815
899,0.028815
900,0.028815
901,0.028815
902,0.028815
903,0.028815
904,0.028815
905,0.028815
906,0.028815
907,0.028815
908,0.028815
909,0.028815
910,0.028815
911,0.028815
912,0.028815
913,0.028815
914,0.028815
915,0.028815
916,0.028815
917,0.028815
918,0.028815
919,0.028815
920,0.028815
921,0.028815
922,0.028815
923,0.028815
924,0.028815
925,0.028815
926,0.028815
927,0.028815
928,0.028815
929,0.028815
930,0.028815
931,0.028815
932,0.028815
933,0.028815
934,0.028815
935,0.028815
936,0.028815
937,0.028815
938,0.028815
939,0.028815
940,0.028815
941,0.028815
942,0.028815
943,0.028815
944,0.028815
945,0.028815
946,0.028815
947,0.028815
948,0.028815
949,0.028815
950,0.028815
951,0.028815
952,0.028815
953,0.028815
954,0.028815
955,0.028815
956,0.028815
957,0.028815
958,0.028815
959,0.028815
960,0.028815
961,0.028815
962,0.028815
963,0.028815
964,0.028815
965,0.028815
966,0.028815
967,0.028815
968,0.028815
969,0.028815
970,0.028815
971,0.028815
972,0.028815
973,0.028815
974,0.028815
975,0.028815
976,0.028815
977,0.028815
978,0.028815
979,0.028815
980,0.028815
981,0.028815
982,0.028815
983,0.028815
984,0.028815
985,0.028815
986,0.028815
987,0.028815
988,0.028815
989,0.028815
990,0.028815
991,0.028815
992,0.028815
993,0.028815
994,0.028815
995,0.028815
996,0.028815
997,0.028815
998,0.028815
999,0.028815
1000,0.028815
1001,0.028815
1002,0.028815
1003,0.028815
1004,0.028815
1005,0.028815
1006,0.028815
1007,0.028815
1008,0.028815
1009,0.028815
1010,0.028815
1011,0.028815
1012,0.028815
1013,0.028815
1014,0.028815
1015,0.028815
1016,0.028815
1017,0.028815
1018,0.028815
1019,0.028815
1020,0.028815
1021,0.028815
1022,0.028815
1023,0.028815
1024,0.028815
1025,0.028815
1026,0.028815
1027,0.028815
1028,0.028815
1029,0.028815
1030,0.028815
1031,0.028815
1032,0.028815
1033,0.028815
1034,0.028815
1035,0.028815
1036,0.028815
1037,0.028815
1038,0.028815
1039,0.028815
1040,0.028815
1041,0.028815
1042,0.028815
1043,0.028815
1044,0.028815
1045,0.028815
1046,0.028815
1047,0.028815
1048,0.028815
1049,0.028815
1050,0.028815
1051,0.028815
1052,0.028815
1053,0.028815
1054,0.028815
1055,0.028815
1056,0.028815
