frame_idx,valence
1,0.749989
2,0.749989
3,0.749989
4,0.749989
5,0.749989
6,0.749989
7,0.749989
8,0.749989
9,0.749989
10,0.749989
11,0.749989
12,0.749989
13,0.749989
14,0.749989
15,0.749989
16,0.749989
17,0.749989
18,0.749989
19,0.749989
20,0.749989
21,0.749989
22,0.749989
23,0.749989
24,0.749989
25,0.749989
26,0.749989
27,0.749989
28,0.749989
29,0.749989
30,0.749989
31,0.749989
32,0.749989
33,0.749989
34,0.749989
35,0.749989
36,0.749989
37,0.749989
38,0.749989
39,0.749989
40,0.749989
41,0.749989
42,0.749989
43,0.749989
44,0.749989
45,0.749989
46,0.749989
47,0.749989
48,0.749989
49,0.749989
50,0.749989
51,0.749989
52,0.749989
53,0.749989
54,0.749989
55,0.749989
56,0.749989
57,0.749989
58,0.749989
59,0.749989
60,0.749989
61,0.749989
62,0.749989
63,0.749989
64,0.749989
65,0.749989
66,0.749989
67,0.749989
68,0.749989
69,0.749989
70,0.749989
71,0.749989
72,0.749989
73,0.749989
74,0.749989
75,0.749989
76,0.749989
77,0.749989
78,0.749989
79,0.749989
80,0.749989
81,0.749989
82,0.749989
83,0.749989
84,0.749989
85,0.749989
86,0.749989
87,0.749989
88,0.749989
89,0.749989
90,0.749989
91,0.749989
92,0.749989
93,0.749989
94,0.749989
95,0.749989
96,0.749989
97,0.749989
98,0.749989
99,0.749989
100,0.749989
101,0.749989
102,0.749989
103,0.749989
104,0.749989
105,0.749989
106,0.749989
107,0.749989
108,0.749989
109,0.749989
110,0.749989
111,0.749989
112,0.749989
113,0.749989
114,0.749989
115,0.749989
116,0.749989
117,0.749989
118,0.749989
119,0.749989
120,0.749989
121,0.749989
122,0.749989
123,0.749989
124,0.749989
125,0.749989
126,0.749989
127,0.749989
128,0.749989
129,0.749989
130,0.749989
131,0.749989
132,0.749989
133,0.749989
134,0.749989
135,0.749989
136,0.749989
137,0.749989
138,0.749989
139,0.749989
140,0.749989
141,0.749989
142,0.749989
143,0.749989
144,0.749989
145,0.749989
146,0.749989
147,0.749989
148,0.749989
149,0.749989
150,0.749989
151,0.749989
152,0.749989
153,0.749989
154,0.749989
155,0.749989
156,0.749989
157,0.749989
158,0.749989
159,0.749989
160,0.749989
161,0.749989
162,0.749989
163,0.749989
164,0.749989
165,0.749989
166,0.749989
167,0.749989
168,0.749989
169,0.749989
170,0.749989
171,0.749989
172,0.749989
173,0.749989
174,0.749989
175,0.749989
176,0.749989
177,0.749989
178,0.749989
179,0.749989
180,0.749989
181,0.749989
182,0.749989
183,0.749989
184,0.749989
185,0.749989
186,0.749989
187,0.749989
188,0.749989
189,0.749989
190,0.749989
191,0.749989
192,0.749989
193,0.749989
194,0.749989
195,0.749989
196,0.749989
197,0.749989
198,0.749989
199,0.749989
200,0.749989
201,0.749989
202,0.749989
203,0.749989
204,0.749989
205,0.749989
206,0.749989
207,0.749989
208,0.749989
209,0.749989
210,0.749989
211,0.749989
212,0.749989
213,0.749989
214,0.749989
215,0.749989
216,0.749989
217,0.749989
218,0.749989
219,0.749989
220,0.749989
221,0.749989
222,0.749989
223,0.749989
224,0.749989
225,0.749989
226,0.749989
227,0.749989
228,0.749989
229,0.749989
230,0.749989
231,0.749989
232,0.749989
233,0.749989
234,0.749989
235,0.749989
236,0.749989
237,0.749989
238,0.749989
239,0.749989
240,0.749989
241,0.749989
242,0.749989
243,0.749989
244,0.749989
245,0.749989
246,0.749989
247,0.749989
248,0.749989
249,0.749989
250,0.749989
251,0.749989
252,0.749989
253,0.749989
254,0.749989
255,0.749989
256,0.749989
257,0.749989
258,0.749989
259,0.749989
260,0.749989
261,0.749989
262,0.749989
263,0.749989
264,0.749989
265,0.749989
266,0.749989
267,0.749989
268,0.749989
269,0.749989
270,0.749989
271,0.749989
272,0.749989
273,0.749989
274,0.749989
275,0.749989
276,0.749989
277,0.749989
278,0.749989
279,0.749989
280,0.749989
281,0.749989
282,0.749989
283,0.749989
284,0.749989
285,0.749989
286,0.749989
287,0.749989
288,0.749989
289,0.749989
290,0.749989
291,0.749989
292,0.749989
293,0.749989
294,0.749989
295,0.749989
296,0.749989
297,0.749989
298,0.749989
299,0.749989
300,0.749989
301,0.749989
302,0.749989
303,0.749989
304,0.749989
305,0.749989
306,0.749989
